description,url
“宝宝你也太压抑了” —— 用温柔语气表达对对方情绪的察觉与心疼，常用于安慰或调侃对方压力大、太内敛。,https://emoji-src.mcunc.net/eaf0dcc2-1b2f-49a8-8638-526a1b60f009.jpg
困了 / 想睡觉,https://emoji-src.mcunc.net/07348f3e-dc47-4cc1-9237-2a2c23798711.jpg
？（疑惑/懵圈）,https://emoji-src.mcunc.net/19520f0f-4634-4316-9a0a-b9922486a42f.jpg
委屈哭诉：啊我草群友怎么那么坏,https://emoji-src.mcunc.net/c00118c7-fbff-4bf1-85be-90c3d1227e45.jpg
？（疑惑/懵圈）,https://emoji-src.mcunc.net/3e30d21a-6c2b-469a-889d-45407c527e33.jpg
群友聊天好有趣啊 —— 表情包主角躺床上笑到捂嘴，一脸“被群聊逗乐”的欢乐感。,https://emoji-src.mcunc.net/6ffbdf87-82a0-423a-9741-59aa2cfa8a8c.jpg
爱心，喜欢你,https://emoji-src.mcunc.net/51601e8f-5e3d-4b83-bcef-7967d5531a5f.jpg
？（疑惑/懵圈）,https://emoji-src.mcunc.net/29ad913d-da64-455b-9285-3c66e7053d5d.jpg
开心微笑 / 满足/ 可爱卖萌,https://emoji-src.mcunc.net/f4a349e7-f522-4583-a542-bbdb0aaafb50.jpg
在吗？（海豹歪头+胡须，萌态询问）,https://emoji-src.mcunc.net/e4a7e63e-a4bd-4fa2-8f9f-67086ae1fc55.jpg
无语 / 厌世 / 懒得理你,https://emoji-src.mcunc.net/81358c3b-35b0-4a0e-ae1b-b0a52bc387ac.jpg
与世无争，两腿一蹬（躺平/放弃抵抗）,https://emoji-src.mcunc.net/d911222c-47bb-49b9-b8d2-f3296bc684da.jpg
害羞/脸红捂嘴,https://emoji-src.mcunc.net/a01907ff-c523-42d0-a213-35c5c3eb9461.jpg
开心大笑 / 哈哈，超开心！,https://emoji-src.mcunc.net/6ed49f63-a0cb-418e-9548-195c0b6ebe56.jpg
蓝的盆…（无奈/无语/疲惫）,https://emoji-src.mcunc.net/9eaa7ebe-8c2b-4d71-aed4-ca9a21a0a723.jpg
戴斗笠的忍者小人，表情淡定，像在说“我在”。,https://emoji-src.mcunc.net/f2a00c92-a528-4acd-bc50-3f555f996342.jpg
10/10满分好评！（带爱心，超满足）,https://emoji-src.mcunc.net/48f2586e-54c5-47ca-bc9a-782c7859b026.jpg
妈！（撒娇/求关注/装可怜）,https://emoji-src.mcunc.net/f50adebf-2971-42fb-bc22-ae8cae62f799.jpg
妈！（撒娇/求关注/装可怜）,https://emoji-src.mcunc.net/16eb6926-7492-442f-a173-30855afe45ea.jpg
可爱小猫，眨眼睛卖萌 😊,https://emoji-src.mcunc.net/93e4c1a6-0ef7-44d4-9ced-bec3099ab9de.jpg
你！（带点撒娇/得意的语气）,https://emoji-src.mcunc.net/4b3991db-b959-4918-b4ff-9f5729cc28e3.jpg
无语+摆烂   （配文“如何呢 又能怎” 表达无奈躺平）,https://emoji-src.mcunc.net/227b32ac-bf75-4cd7-afec-e15451c5ae7b.jpg
？（疑惑/不解）,https://emoji-src.mcunc.net/69b5f569-8471-4245-a8b7-c0646acd9213.jpg
？（头上转圈加载中，一脸懵/等待中）,https://emoji-src.mcunc.net/61e2933c-a7e9-4fc4-9f18-f5c77f2a4393.jpg
？（疑惑/无语）,https://emoji-src.mcunc.net/68500f55-a4a8-492b-9359-65b16e9a9e1f.jpg
喝奶茶，满足又可爱,https://emoji-src.mcunc.net/06b2c99c-ba36-4324-a3d0-b892f3c5875d.jpg
？（头戴机甲头盔的企鹅，一脸懵）,https://emoji-src.mcunc.net/93bc8f04-73b8-4db8-889a-349225b0b6b3.jpg
比心+ wink，撒娇/示爱表情,https://emoji-src.mcunc.net/9d697256-5215-49f9-b904-0654ab36ee4b.jpg
生气 / 暴怒 / 爆发中,https://emoji-src.mcunc.net/39672663-d1ff-478c-99e9-1a2a2fe4cb00.jpg
爱心眼，害羞脸，萌萌哒～,https://emoji-src.mcunc.net/05e92d2c-2a61-4da1-9c2e-e6222db41fc6.jpg
惊讶！（瞪大眼睛+张嘴+感叹号）,https://emoji-src.mcunc.net/a6923bda-ac4c-4226-9904-0a819265c4c1.jpg
？（疑惑/懵圈）,https://emoji-src.mcunc.net/dce589c7-08ca-4a23-8333-e354eac1626a.jpg
你看我聪明吗？——坦克顶上放泰迪熊和圣诞帽，一本正经地问“聪明”，其实是搞笑反差，带点自嘲或卖萌。,https://emoji-src.mcunc.net/9f6bac18-c403-4f9e-9686-f4108326033c.jpg
生气 / 不爽 / 委屈,https://emoji-src.mcunc.net/3b62d979-f45e-4ec8-b13d-58303e705e38.jpg
思考中 / 疑惑 / 在想什么,https://emoji-src.mcunc.net/314c029a-467e-4248-b459-ed947ffc426f.jpg
可爱歪头问“？”，带点懵和呆萌感。,https://emoji-src.mcunc.net/d31f0399-9f26-43f8-87e2-e9e120b8bdf5.jpg
？（疑惑/无语）,https://emoji-src.mcunc.net/86ba81d0-0c3c-4b20-89fa-db3006ec8ec0.jpg
？（一脸懵/困惑）,https://emoji-src.mcunc.net/bc85836b-a1f5-4adb-a5a9-da73a02551c1.jpg
？（疑惑/懵圈）,https://emoji-src.mcunc.net/60a76355-a69c-4c3a-97fa-490ca51b93f1.jpg
？（疑惑/懵圈）,https://emoji-src.mcunc.net/09b059ac-fa23-470a-84ab-07f21c051815.jpg
？（疑惑/懵圈）,https://emoji-src.mcunc.net/ee9e0759-30be-4e42-af88-e0225f7508bc.jpg
蹲着发呆 / 一脸懵 / ？,https://emoji-src.mcunc.net/d0671f70-71f0-4da6-8ceb-4ef79f7734f6.jpg
哭哭，委屈,https://emoji-src.mcunc.net/4f5e8a5f-873c-4ccb-bea6-3402a8fb0ab1.jpg
？（疑惑/无语）,https://emoji-src.mcunc.net/c3d4eac4-d9ee-413d-91a7-e85446e24876.jpg
？（歪头懵懂脸）,https://emoji-src.mcunc.net/d2835a3e-9495-4e4e-933f-b2c9485ba355.jpg
？（惊讶/懵圈）,https://emoji-src.mcunc.net/4d9ab346-1d0a-4b4a-9648-94bd1be09253.jpg
在吗？（猫脸懵懂+麦克风）,https://emoji-src.mcunc.net/e67d0aca-dc83-4ba9-91d7-d2d94c21965a.jpg
震惊 / 吃惊 / 啊？,https://emoji-src.mcunc.net/450d93da-7ee9-43b3-80cb-573a1f565ca9.jpg
委屈巴巴地蹲在角落，像在说“别找我…”,https://emoji-src.mcunc.net/610b3faf-cdac-4d84-9a69-d7fafaf5b4a7.jpg
开心/撒娇/爱心脸,https://emoji-src.mcunc.net/6dc5dbc0-7b8f-4d88-9643-dceef54dce62.jpg
彩虹眼萌笑 😊🌈   （可爱+多彩+开心）,https://emoji-src.mcunc.net/bc608d94-81ae-40be-ad25-cd68ebf60e4d.jpg
在吗？（带点俏皮猫耳，微笑看着你）,https://emoji-src.mcunc.net/c91ca435-fd6c-4d06-8b62-3fd2e336f1b6.jpg
想来，但鼠标在吃饭（无奈/调侃）,https://emoji-src.mcunc.net/6cd44c02-8f28-4198-91bd-2068bdced61b.jpg
？（疑惑/懵圈）,https://emoji-src.mcunc.net/51de3247-de15-49bd-96b9-732d039edbd3.jpg
？（一脸懵/疑惑）,https://emoji-src.mcunc.net/b50f08bc-974e-4be7-8950-61f629f5c989.jpg
预感不对 / 有事要发生,https://emoji-src.mcunc.net/50319c0a-ed70-473a-8c67-9434da2658bd.jpg
不行了 / 崩溃 / 撑不住了,https://emoji-src.mcunc.net/2f2157a9-5753-425b-9197-4d0780cb9939.jpg
哭哭，委屈，求抱抱,https://emoji-src.mcunc.net/a43e1a3a-b894-45be-af85-3d290339e625.jpg
躺平,https://emoji-src.mcunc.net/e6310b22-f3dd-4a8b-b1fe-c972875441bf.jpg
在吗？（戴着帽子、手拿炸物和饮料的猫，一脸懵/等回复）,https://emoji-src.mcunc.net/12a90c11-d47b-44e6-801a-87f7e8920ff7.jpg
生气，握拳憋屈状,https://emoji-src.mcunc.net/5ed73ff0-cc44-4706-ac05-d3490b11088e.jpg
吃甜点，满足～,https://emoji-src.mcunc.net/bac6823b-433f-4896-a77c-42cd713f5634.jpg
吃薯片，懵懵的,https://emoji-src.mcunc.net/51d9efdf-8412-4996-af85-579520b256a9.jpg
在吗？（手指正要点下红色按钮，带点催促或疑问）,https://emoji-src.mcunc.net/a85eeaec-0155-497c-ace0-2e7221a18a78.jpg
在吗？（带点呆萌/疑惑感）,https://emoji-src.mcunc.net/129bb4d3-df4c-4867-9b0b-b91dd3178b66.jpg
萌萌的蓝猫，闭眼微笑，像在打呼噜或很满足～,https://emoji-src.mcunc.net/d39be53c-83b0-4c8f-8273-81a6fee80d14.jpg
生气，炸毛，暴走中！,https://emoji-src.mcunc.net/d01a02bf-a516-4244-8310-5efaeca736ed.jpg
亲密度下降,https://emoji-src.mcunc.net/da7fcbf5-6433-4356-911a-da5e60968bed.jpg
？（一脸懵 / 不解）,https://emoji-src.mcunc.net/1c811fe3-d1b7-43a4-b882-4db92c8ae4de.jpg
？（一脸懵/无语）,https://emoji-src.mcunc.net/8ad6e7c7-e051-4c54-b4db-cea4475a2ac9.jpg
他没理由封 —— 表达对某人被封禁的质疑或不满，常用于网络争论中。,https://emoji-src.mcunc.net/53b7a310-c049-4701-84a3-94ca98929b3f.jpg
“将大脑和直肠联通！” —— 用来吐槽或调侃某人言行愚蠢、逻辑混乱，像脑子和直肠连通了一样“直来直去”没思考。常用于搞笑或讽刺语境。,https://emoji-src.mcunc.net/c90cebdf-ed8b-496e-86bd-03b2d761201a.jpg
“手段太多” —— 表情严肃、手势有力，常用于表达“我有很多办法对付你”或“别小看我”的自信/威慑感。,https://emoji-src.mcunc.net/7f618467-f4d6-404a-92d7-2363928e9458.jpg
服主约吗？——我在处理。   （简洁版：约吗？处理中。）,https://emoji-src.mcunc.net/5d4aa0a7-e62c-483e-a503-5906e4ba9d11.jpg
？？？（奶茶浇肠粉，离谱操作）,https://emoji-src.mcunc.net/5934980c-d4f9-40a1-83dc-4f60f0d12085.jpg
生气 + 嘴角上扬（带点邪气/傲娇）,https://emoji-src.mcunc.net/222dd39c-852b-4cc0-8d60-312ad6e0673e.jpg
前途光明（赞赏）,https://emoji-src.mcunc.net/6847e161-e447-43b3-8538-b7e0ea089f16.jpg
？（疑惑/懵逼）,https://emoji-src.mcunc.net/d72313c2-de87-4ea5-99d7-982a575bba10.jpg
可爱猫耳少女，歪头微笑，萌态十足 😊,https://emoji-src.mcunc.net/da31d4ba-fe98-43e4-8387-656dd9e89c93.jpg
沉思 / 在想事,https://emoji-src.mcunc.net/a43f69bf-90d6-44d0-8119-3ba3df092176.jpg
委屈巴巴，快哭了,https://emoji-src.mcunc.net/6bfd3721-6989-47b0-ba4d-0c16b1ae289c.jpg
可爱萌系，带点呆萌无辜感，适合表达“在吗？”“求关注”“软萌撒娇”等情绪。,https://emoji-src.mcunc.net/a9ff8e03-abb9-4f84-9e85-3d5a7faff877.jpg
可爱滴捏！（开心兴奋）,https://emoji-src.mcunc.net/5bff7d4f-c022-420b-9eab-d5660d61f3ef.jpg
生气，怒目而视，随时准备开打。,https://emoji-src.mcunc.net/56c4683a-a915-4f16-ad66-99a1b8046fa2.jpg
？（疑惑/思考中）,https://emoji-src.mcunc.net/a544bc84-3328-4f6b-8f04-fbd91a098437.jpg
思考中 / 疑惑 / 在想事,https://emoji-src.mcunc.net/f4fe011a-2287-4d90-9b7f-63e30e561124.jpg
在吗？（带点小紧张或偷看感）,https://emoji-src.mcunc.net/0fcb53bc-63a5-4c49-8a15-e1d58e5c0403.jpg
太恶俗了（表示嫌弃/无语/吐槽）,https://emoji-src.mcunc.net/dd96816a-ed70-4e97-b421-49a033162492.jpg
委屈巴巴，快哭了,https://emoji-src.mcunc.net/b1e1ecf3-7af7-44b9-9232-7c4935db01ff.jpg
？（疑惑/发呆）,https://emoji-src.mcunc.net/78370c9c-3210-4082-a9df-ff7827d680a3.jpg
在吗？（萌系小猫耳女孩探头）,https://emoji-src.mcunc.net/d76d8dce-b398-4290-8ec5-1132c9473ebc.jpg
生气,https://emoji-src.mcunc.net/514e8eba-1d22-4e63-8712-047f4117d755.jpg
硬盘：在吗？我快挂了…,https://emoji-src.mcunc.net/ac376d59-5b65-4c83-8aa1-287f2a93267f.jpg
在吗？我正给你主板上硅脂呢。,https://emoji-src.mcunc.net/2a1161a0-5378-4e84-8a77-e528cbbdb048.jpg
生气，不爽，瞪眼,https://emoji-src.mcunc.net/f6139f91-b373-4a0d-868b-0ac065596063.jpg
开心大笑 / 哈哈大笑,https://emoji-src.mcunc.net/5daa3bfa-d28d-4649-9dbd-cc35475413be.jpg
困了 / 打哈欠,https://emoji-src.mcunc.net/3ba436a2-1476-498b-85ea-238277185936.jpg
生气，跺脚，气鼓鼓,https://emoji-src.mcunc.net/0d1a5099-2d94-41de-8edb-4c23da5a21eb.jpg
懵圈 / 无语 / 不知所措,https://emoji-src.mcunc.net/4e16e021-015d-405f-8314-9082c22e5d6e.jpg
在吗？（带点贱兮兮的笑）,https://emoji-src.mcunc.net/39ccf240-5416-47b8-8327-b7e95081f414.jpg
装逼翻车 / 硬件拉胯还嚣张,https://emoji-src.mcunc.net/6a14e428-1eda-4348-b43b-b1d508e919d2.jpg
干嘛……（带点懵/无语/被叫住的反应）,https://emoji-src.mcunc.net/0ce8f446-2fb9-4918-bab9-b725423b0d74.jpg
吃糖葫芦的萌系小猫娘，表情可爱又满足～,https://emoji-src.mcunc.net/d0918c2e-2d2c-4b7c-ab59-cbe3d89a3ad5.jpg
生气，炸毛中,https://emoji-src.mcunc.net/ad2c3518-5a6c-4b4d-929a-cbab8f57bca5.jpg
生气，不爽，带点傲娇,https://emoji-src.mcunc.net/57c07031-6a44-48e5-bbbb-95468d1d374c.jpg
？（一脸懵/疑惑）,https://emoji-src.mcunc.net/37dbeaae-0ed8-4d30-a76c-3b3494bc8d9c.jpg
？（一脸懵/困惑）,https://emoji-src.mcunc.net/0bf711d5-ad89-430e-b56f-73734b8cdc5f.jpg
亲密度下降,https://emoji-src.mcunc.net/c52d04e9-8e27-4fff-afe9-8ba0184da8b5.jpg
亲密度下降,https://emoji-src.mcunc.net/500aaa5e-878c-49da-958b-ce193fc90b76.jpg
亲密度↑（配爱心，表示感情升温/关系变好）,https://emoji-src.mcunc.net/353eed79-c952-489d-a95f-fcedc3a71a7a.jpg
在吗？（萌系半睁眼探头表情）,https://emoji-src.mcunc.net/4348fe37-f18d-4652-b313-fbeb1ed76011.jpg
生气,https://emoji-src.mcunc.net/749f3cd6-a7b0-477e-bbe6-b7733953a1c2.jpg
低头沉思 / 无语 / 心累,https://emoji-src.mcunc.net/c52aac71-a86b-42d9-a7bf-4c3191e30e77.jpg
在吗？（戴帽猫一脸懵）,https://emoji-src.mcunc.net/70568768-ace2-498c-ba90-f8bb68b3bb13.jpg
死了（躺平/累瘫/摆烂）,https://emoji-src.mcunc.net/6366f3f3-e739-4c6f-843a-63131ba4e43c.jpg
在吗？（带点委屈+期待）,https://emoji-src.mcunc.net/3e49b774-328b-43bd-ac16-0f8eaf0a2a18.jpg
？（疑惑/无语）,https://emoji-src.mcunc.net/520341bd-0a58-45c6-97ec-29c8ea1eeb3d.jpg
抱着小熊的猫耳少年，眼神温柔带点害羞，适合表达“在呢”“抱抱”“乖巧等待”等软萌情绪。,https://emoji-src.mcunc.net/cf9807c1-f298-4f39-a01d-eba0dc6120c0.jpg
？（一脸懵逼/困惑）,https://emoji-src.mcunc.net/41f6efce-706a-4db2-958f-757556b19345.jpg
哭唧唧 / 委屈巴巴,https://emoji-src.mcunc.net/707dc06f-37d7-463d-bd0b-1f6480c7d873.jpg
酷，装逼，淡定,https://emoji-src.mcunc.net/b676b379-41de-4f77-8bd0-52e8bef3dd8c.jpg
苦命鸳鸯哈哈哈 —— 无奈又搞笑地抱着两只小鸭，自嘲“苦命鸳鸯”,https://emoji-src.mcunc.net/c3b89bc1-42fa-4677-8b4e-82b65592bc43.jpg
在吗？（配合举手、张嘴、举绿勾牌的夸张动作，带点搞笑和催促感）,https://emoji-src.mcunc.net/834bb28b-a192-4ca9-874d-871dbdc6c3da.jpg
生气，不爽，皱眉抱臂,https://emoji-src.mcunc.net/9e440771-ee35-450e-bed8-a023061c84e0.jpg
在吗？（带点呆萌+好奇）,https://emoji-src.mcunc.net/48d757a8-e2a9-4afe-89b8-927c1c965aa6.jpg
别小看我的情报网！你刚才在导管！对吧。   → 语气：得意+揭穿 + 带点调侃   → 适用场景：发现对方“小动作”后，装侦探戳穿，带点俏皮威胁感   → 简化版关键词：**“我都知道！” / “别想瞒我！” / “抓到你了！”**  （可配图用于群聊、私聊中“破案”时刻，尤其适合吐槽朋友偷偷摸摸干某事）,https://emoji-src.mcunc.net/00530d6a-1af8-4dbd-b73a-aef1625e163e.jpg
？（一脸懵/震惊）,https://emoji-src.mcunc.net/5b96f0e7-27db-465f-8d94-c2ee84fd33e5.jpg
“加我粉丝团” + 举红叉 → 拒绝 / 不同意 / 别来烦我,https://emoji-src.mcunc.net/804c8ffe-32fd-4a63-8d0c-5569a9fe36c3.jpg
？（猫戴帽，一手肉夹馍，一手青椒，一脸懵）,https://emoji-src.mcunc.net/24769bb8-40bc-4e68-9331-f3b30071bf12.jpg
？（疑惑/懵圈）,https://emoji-src.mcunc.net/6a0909d5-4c2a-463b-91a2-6e845b0d8817.jpg
在吗？（猫趴在快递盒上，一脸无辜）,https://emoji-src.mcunc.net/0c382393-2486-409d-9d41-92e7476454f6.jpg
开心大笑,https://emoji-src.mcunc.net/63efeb1c-262a-4b32-b8a6-015b95ca0241.jpg
安心呢～（闭眼趴着，萌态十足）,https://emoji-src.mcunc.net/3fc2f3c5-af56-422b-8fbb-db9b3da42b2c.jpg
在吗？（手持麦穗，面带微笑望向镜头）,https://emoji-src.mcunc.net/e5aae3b1-420e-4eec-b218-a2755f39800d.jpg
困了 / 犯困 / 没精神,https://emoji-src.mcunc.net/e950679e-9ba6-469d-ba92-cd78c1c7bd58.jpg
？（疑惑/懵圈）,https://emoji-src.mcunc.net/46db9df3-5477-4e6a-8872-1a4088f250a8.jpg
踢腿攻击 / 动作搞怪,https://emoji-src.mcunc.net/8103c881-ff68-4027-8b85-3b2f1cce5fe7.jpg
心情↑（心情变好/情绪上升）,https://emoji-src.mcunc.net/0b08955f-8214-4adc-8b1e-5b010a0cc272.jpg
全身敏感度↑（粉色发光字体，带上升箭头，常用于暗示或调侃“感官增强”）,https://emoji-src.mcunc.net/7d49f4fe-dd43-4e14-89c1-2aca438a5a18.jpg
在吗？（配图：康师傅红烧牛肉面 + 冰红茶 + 戴帽猫）   —— 暗示“饿了/渴了，该请我吃喝了”,https://emoji-src.mcunc.net/be22c8f8-6cd3-430d-8223-aa6b04d1f305.jpg
在吗？（夸张嘟嘴+翻白眼）,https://emoji-src.mcunc.net/6c1af2f1-aff0-4f36-8778-ec05bec3d078.jpg
生气，叉腰瞪眼，小狐狸炸毛中。,https://emoji-src.mcunc.net/7e85be6e-b01a-4ef7-8799-f43bfc6c0863.jpg
我觉得OK,https://emoji-src.mcunc.net/58ae198f-fd4a-43e6-a898-389e44f0e0cd.jpg
笑而不语 / 微笑暗示,https://emoji-src.mcunc.net/8cb67760-778d-424e-8bf3-b5e7a99e43da.jpg
？（疑惑/懵圈）,https://emoji-src.mcunc.net/3866a6b8-7f60-401e-b1a4-32820095f9db.jpg
在吗？（专注盯屏幕，略带疑惑）,https://emoji-src.mcunc.net/6800da84-beda-4ae7-9882-cbde018ed05a.jpg
哭哭，委屈求抱抱,https://emoji-src.mcunc.net/65e98a95-9487-43c9-b9f3-ac316bcb3d3c.jpg
？（疑惑/懵圈）,https://emoji-src.mcunc.net/e8cd9552-1a55-423a-a089-94859ae05325.jpg
我没招了（无奈/认输/无语）,https://emoji-src.mcunc.net/29903dfb-5b15-4758-bfcb-d908da847305.jpg
生气，被窝里瞪眼,https://emoji-src.mcunc.net/f6eef338-0d43-42e0-811e-e25238af6e0c.jpg
可爱猫耳女孩举手打招呼，表情萌趣，常用于“在吗”或“你好呀”等轻松问候场景。,https://emoji-src.mcunc.net/4fcdd2e5-f895-4a0b-a8a8-0d36cd8cff46.jpg
老资历我敬你 —— 表达对资深人士的佩服或调侃，常用于职场或经验对比场景。,https://emoji-src.mcunc.net/573e71df-2fae-4981-b7cc-b7669a94537e.jpg
正在破解九妖会员 —— 表示“我正在搞点技术活儿”或“我在偷偷干大事”，带点装酷和幽默感。,https://emoji-src.mcunc.net/2875b138-c7c2-40d4-8e6c-d5ed385b10f3.jpg
？（疑惑/懵逼）,https://emoji-src.mcunc.net/64f0eba1-7c92-47d0-b113-9a791be9f691.jpg
？（惊讶/懵圈）,https://emoji-src.mcunc.net/33eff701-e9ee-48bf-9fdb-e3a62a36a62a.jpg
？（疑惑/懵逼）,https://emoji-src.mcunc.net/de983d65-908c-4539-9f31-be65fd870b49.jpg
“加我粉丝团” + 举红叉 → 拒绝 / 不同意 / 别来烦我,https://emoji-src.mcunc.net/a1f84c70-86f4-4e2f-b488-7442e9e01747.jpg
兴奋/激动/成功！   （人物张嘴欢呼，举着绿色对勾牌，表达喜悦或确认达成）,https://emoji-src.mcunc.net/8e03aa98-86db-416a-82f8-968c95e0afb5.jpg
上不来气了，兄弟 —— 表示累到虚脱、喘不过气，带点搞笑和无奈的语气。,https://emoji-src.mcunc.net/a486b910-ada5-4aa6-b438-1bc9520380c3.jpg
戴VR眼镜的猫耳女孩，一脸沉迷/专注。,https://emoji-src.mcunc.net/3e0e617b-9c4b-417b-8d31-6c857259c5fd.jpg
喝热饮，暖和/舒服,https://emoji-src.mcunc.net/8daf9ee5-4e8f-4ef4-8c1b-18b36c1af953.jpg
“肯定有什么不可告人的秘密” —— 表达怀疑、八卦、脑补剧情，常用于调侃对方手机/行为有猫腻。,https://emoji-src.mcunc.net/0ba1772e-5329-4c7e-a75d-8aacd1269199.jpg
？（歪头疑惑脸）,https://emoji-src.mcunc.net/b9b0ad6a-0a3a-4d78-8d03-47b1972ab25c.jpg
嘘——别说话，我在偷偷发爱心！,https://emoji-src.mcunc.net/b50f7372-9d1b-4e7f-8711-74b6d46299fd.jpg
震惊+记录中   （摄影师被萌到震惊，默默拍下这幕）,https://emoji-src.mcunc.net/47e4281a-3439-43d0-bb23-5bb049d21c1f.jpg
我正要看看 —— 表示好奇、准备围观或即将揭晓真相的期待感。,https://emoji-src.mcunc.net/bb2cb443-35a0-40b8-b7df-93ae033bd76c.jpg
思考中 / 沉思 / 在想事,https://emoji-src.mcunc.net/3f7a901d-74fd-42ca-b88d-34279d8163ef.jpg
目标失衡！（配图：粉色小马摔倒/翻滚的搞笑画面）   —— 表达“翻车”“扑街”“计划泡汤”的无奈或搞笑崩溃状态。,https://emoji-src.mcunc.net/1a97088d-c303-49cc-b8d1-fbe747c5c85b.jpg
？（惊讶/困惑）,https://emoji-src.mcunc.net/8d4791d6-4a22-4a2a-848f-ffc897a9157b.jpg
不开心 / 生气 / 闷闷不乐,https://emoji-src.mcunc.net/51f09fb3-7160-4dd3-bbe1-3a315d77b815.jpg
亲密度↑（表示关系变好、感情升温）,https://emoji-src.mcunc.net/64c3710b-b94b-4471-8150-345fb416d643.jpg
投降喵 —— 可爱卖萌式认输/求饶表情,https://emoji-src.mcunc.net/04cd96b5-36c4-4888-be4e-0d8cbf5be54b.jpg
？（疑惑/懵圈）,https://emoji-src.mcunc.net/1f979556-81d2-4faa-8c49-1de44d9a2f06.jpg
？（一脸懵/困惑）,https://emoji-src.mcunc.net/7a4330bc-f88d-4609-9231-faf5911a84ae.jpg
哈~！（嚣张/得意地笑）,https://emoji-src.mcunc.net/bc48979f-c364-4fec-abc8-7cd4de21969a.jpg
生气质问：你干嘛呢！,https://emoji-src.mcunc.net/d7909d16-9bd9-49ce-85b5-d85af9c18cfd.jpg
？（疑惑/不解）,https://emoji-src.mcunc.net/8cf01952-23f0-4b78-8ab0-208f25c7a640.jpg
已睡着 / 灵魂出窍 / 精神离线,https://emoji-src.mcunc.net/41d30277-bdc2-4711-9bc0-35b5131610a3.jpg
装傻 / 装听不见,https://emoji-src.mcunc.net/5901270e-61fd-4643-a9ea-f461a8b705cc.jpg
？（疑惑/懵圈）,https://emoji-src.mcunc.net/d19e85a9-3a73-4c60-8c39-6460f65eaa73.jpg
紫色方块，无表情，像在发呆或等待。,https://emoji-src.mcunc.net/a1bd3e13-ac2b-42b1-bb57-ec7939c65011.jpg
在吗？（戴帽猫举炸鸡和可乐，等你一起吃）,https://emoji-src.mcunc.net/36db4299-9744-4c5f-a839-29c2304a5510.jpg
？优化？（一脸困惑+举牌）,https://emoji-src.mcunc.net/423ccbe6-d2c8-49e3-8580-1b318d9df6a8.jpg
？（疑惑/懵逼）,https://emoji-src.mcunc.net/e11a9b27-a4c2-4004-a2f2-3862b21ed58e.jpg
宇宙级无语 / 看破红尘的沉默,https://emoji-src.mcunc.net/879d5ede-2a09-4e0f-8941-69e3a731d3f0.jpg
正在玩《鸣潮》（“旮旯给木”为谐音梗）   —— 表情包含义：我正沉迷游戏，别打扰我。,https://emoji-src.mcunc.net/d4467c0a-06c3-4d1c-805f-49bcd968b014.jpg
害羞/脸红/低头捂脸（带黄瓜头饰）,https://emoji-src.mcunc.net/a3ff294c-b086-4c5b-969b-96b8ec362c0d.jpg
求饶 / 跪求别杀,https://emoji-src.mcunc.net/11fafe63-c9e3-4c31-a860-3b413a9ff5dd.jpg
在吗？（萌系猫耳少女歪头疑问）,https://emoji-src.mcunc.net/0f3298e6-caf3-4441-ab42-60f847d69fc7.jpg
？（头上冒问号，一脸懵）,https://emoji-src.mcunc.net/77644567-2380-46f4-b408-a1f19d176a08.jpg
“在吗？” —— 用指尖轻点屏幕，带点俏皮和期待的询问。,https://emoji-src.mcunc.net/077fbcc8-34c7-48dd-b40b-f256cd21bfa6.jpg
生气，不爽，瞪眼,https://emoji-src.mcunc.net/27357852-59ce-4ae2-8836-04b3dff18f9a.jpg
萌萌探头，可爱发问：“在吗？”,https://emoji-src.mcunc.net/3430d527-97ca-4bc5-b15b-d8afb7963bb0.jpg
在吗？（带点呆萌/无辜感）,https://emoji-src.mcunc.net/84978de4-c65e-4f5d-9d06-690484143e33.jpg
？（疑惑/懵圈）,https://emoji-src.mcunc.net/52cec054-c9f0-491c-813d-4e3a4f3f2074.jpg
生气，炸毛，委屈又暴躁的猫耳少女,https://emoji-src.mcunc.net/37073e0e-9b84-4a62-aa37-9603462e1ec7.jpg
在吗？（带点傻笑/期待）,https://emoji-src.mcunc.net/cfa277d5-f4ae-462d-aa49-58f0e848d494.jpg
思考中 / 疑惑 / 在想什么,https://emoji-src.mcunc.net/d6e2339b-689a-4cc9-b557-829436259e89.jpg
在吗？（猫举手指，带点萌萌的询问感）,https://emoji-src.mcunc.net/e0a90765-5e4a-4f66-a255-926984f873d5.jpg
？（猫：我在这儿，你找我？）,https://emoji-src.mcunc.net/71f7510a-26ba-44c2-ba1d-ef74804d3e31.jpg
在吗？（猫戴着口罩探头，一脸“你找我？”）,https://emoji-src.mcunc.net/e49b5dc3-6f25-4990-a956-1c02457f73fb.jpg
流口水，馋了 / 想吃,https://emoji-src.mcunc.net/dcd0d2ef-3c9f-48fe-b85a-ef59cd154dba.jpg
害羞/低头脸红,https://emoji-src.mcunc.net/944d40c7-acfd-40dd-acf5-022952eb4224.jpg
？（疑惑/懵圈）,https://emoji-src.mcunc.net/ee706f22-6d44-47ec-9184-31c472e15692.jpg
？（一脸懵/好奇盯着食物）,https://emoji-src.mcunc.net/3a7e3338-6f72-4379-a2ee-8d9f597baa1b.jpg
